,name_input,name_result,mst,address
151,CÔNG TY CỔ PHẦN SABRE VIỆT NAM,Kết quả tìm kiếm trùng nhau : 1,,
152,CÔNG TY CỔ PHẦN ĐÀO TẠO BAY VIỆT (VFT),Không có kết quả,,
153,CÔNG TY CỔ PHẦN CUNG ỨNG XUẤT NHẬP KHẨU LAO ĐỘNG HÀNG KHÔNG (ALSIMEXCO),Không có kết quả,,
154,CÔNG TY TNHH DỊCH VỤ GIAO NHẬN HÀNG HÓA TÂN SƠN NHẤT,CÔNG TY TNHH DỊCH VỤ GIAO NHẬN HÀNG HÓA TÂN SƠN NHẤT,0304312360,"Địa chỉ: 6 Thăng Long, Phường 4, Quận Tân Bình, TP Hồ Chí Minh"
155,CÔNG TY CỔ PHẦN DỊCH VỤ HÀNG KHÔNG SÂN BAY NỘI BÀI,Kết quả tìm kiếm trùng nhau : 1,,
156,CÔNG TY CỔ PHẦN DỊCH VỤ HÀNG KHÔNG SÂN BAY ĐÀ NẴNG,CÔNG TY CỔ PHẦN DỊCH VỤ HÀNG KHÔNG SÂN BAY ĐÀ NẴNG,0400102045,"Địa chỉ: Sân bay quốc tế Đà Nẵng, Phường Hoà Thuận Tây, Quận Hải Châu, Đà Nẵng"
157,CÔNG TY CỔ PHẦN VIỄN THÔNG FPT,Kết quả tìm kiếm trùng nhau : 1,,
158,CÔNG TY CỔ PHẦN DỊCH VỤ TRỰC TUYẾN FPT,3,,
159,CÔNG TY TNHH MỘT THÀNH VIÊN QUẢN LÝ NỢ & KHAI THÁC TÀI SẢN-NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN PHÁT TRIỂN T.P HỒ CHÍ MINH,14,,
160,CÔNG TY TÀI CHÍNH TNHH HD SAISON,Không có kết quả,,
161,CÔNG TY TNHH MỘT THÀNH VIÊN CHO THUÊ TÀI CHÍNH NGÂN HÀNG Á CHÂU (ACBL),Không có kết quả,,
162,CÔNG TY TNHH QUẢN LÝ NỢ VÀ KHAI THÁC TÀI SẢN NGÂN HÀNG Á CHÂU (ACBA),Không có kết quả,,
163,CÔNG TY TNHH CHỨNG KHOÁN ACB,CÔNG TY TNHH CHỨNG KHOÁN ACB,0302030508,"Địa chỉ: 41 Mạc Đĩnh Chi, Phường Đa Kao, Quận 1, TP Hồ Chí Minh"
164,CÔNG TY TNHH MỘT THÀNH VIÊN QUẢN LÝ QUỸ ACB (ACBC),Không có kết quả,,
165,CÔNG TY CỔ PHẦN CHỨNG KHOÁN MB,Kết quả tìm kiếm trùng nhau : 1,,
166,CÔNG TY TNHH QUẢN LÝ NỢ VÀ KHAI THÁC TÀI SẢN NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN QUÂN ĐỘI,Không có kết quả,,
167,CÔNG TY CỔ PHẦN QUẢN LÝ QUỸ ĐẦU TƯ MB,Kết quả tìm kiếm trùng nhau : 1,,
168,TỔNG CÔNG TY CỔ PHẦN BẢO HIỂM QUÂN ĐỘI,Kết quả tìm kiếm trùng nhau : 1,,
169,CÔNG TY TNHH BẢO HIỂM NHÂN THỌ MB AGEAS,Không có kết quả,,
170,CÔNG TY TÀI CHÍNH TNHH MB SHINSEI,Không có kết quả,,
171,CÔNG TY CỔ PHẦN THỦY ĐIỆN ĐAKĐRINK,Không có kết quả,,
172,CÔNG TY CỔ PHẦN THỦY ĐIỆN HỦA NA,Không có kết quả,,
173,CÔNG TY CỔ PHẦN ĐIỆN LỰC DẦU KHÍ NHƠN TRẠCH 2,CÔNG TY CỔ PHẦN ĐIỆN LỰC DẦU KHÍ NHƠN TRẠCH 2,3600897316,"Địa chỉ: ấp 3, Xã Phước Khánh, Huyện Nhơn Trạch, Đồng Nai"
174,CÔNG TY CỔ PHẦN DỊCH VỤ KỸ THUẬT ĐIỆN LỰC DẦU KHÍ VIỆT NAM,Kết quả tìm kiếm trùng nhau : 1,,
175,CÔNG TY CỔ PHẦN MÁY - THIẾT BỊ DẦU KHÍ,3,,
176,CÔNG TY TNHH MỘT THÀNH VIÊN CÔNG NGHỆ THỰC PHẨM VIỆT TIẾN,CÔNG TY TNHH MỘT THÀNH VIÊN CÔNG NGHỆ THỰC PHẨM VIỆT TIẾN (NTNN),0311994097,"Địa chỉ: Lô III-10 Nhóm KCNIII KCN Tân Bình, Phường Tây Thạnh, Quận Tân phú, TP Hồ Chí Minh"
177,CÔNG TY CỔ PHẦN BAO BÌ MINH VIỆT,Không có kết quả,,
178,CÔNG TY CỔ PHẦN CÔNG  NGHIỆP MASAN VÀ CÔNG TY CON - CÔNG TY CỔ PHẦN CÔNG NGHỆ THỰC PHẨM HOA SEN,Không có kết quả,,
179,CÔNG TY TNHH MỘT THÀNH VIÊN MASAN BEVERAGE (MSB),Không có kết quả,,
180,CÔNG TY TNHH MỘT THÀNH VIÊN THỰC PHẨM MASAN,CÔNG TY TNHH MỘT THÀNH VIÊN THỰC PHẨM MASAN,0310730197,"Địa chỉ: Tầng 12, Tòa nhà MPlaza Saigon, Số 39 Lê Duẩn, Phường Bến Nghé, Quận 1, TP Hồ Chí Minh"
181,MASAN CONSUMER (THAILAND) LIMITED,Không có kết quả,,
182,CÔNG TY CỔ PHẦN MA SAN PQ,CÔNG TY CỔ PHẦN MA SAN PQ,1700544328,"Địa chỉ: Tổ 1, ấp Suối Đá, Xã Dương Tơ, Huyện Phú Quốc, Kiên Giang"
183,CÔNG TY CỔ PHẦN VINPEARL,23,,
184,CÔNG TY TNHH GIÁO DỤC VÀ ĐÀO TẠO VINACADEMY,Kết quả tìm kiếm trùng nhau : 1,,
185,CÔNG TY CỔ PHẦN BẤT ĐỘNG SẢN XAVINCO,Kết quả tìm kiếm trùng nhau : 1,,
186,CÔNG TY XĂNG DẦU TÂY NINH,CÔNG TY XĂNG DẦU TÂY NINH,3900242688,"Địa chỉ: Số 13D2, khu phố 7, Phường 3, Thành phố Tây Ninh, Tây Ninh"
187,CÔNG TY TNHH MỘT THÀNH VIÊN XĂNG DẦU TÂY NAM BỘ,CÔNG TY TNHH MỘT THÀNH VIÊN XĂNG DẦU TÂY NAM BỘ,1800158559,"Địa chỉ: 21, Cách mạng tháng tám, Phường Thới Bình, Quận Ninh Kiều, Cần Thơ"
188,CÔNG TY XĂNG DẦU AN GIANG,Không có kết quả,,
189,CÔNG TY XĂNG DẦU TRÀ VINH,CÔNG TY TNHH MỘT THÀNH VIÊN XĂNG DẦU TRÀ VINH (CÔNG TY XĂNG DẦU TRÀ VINH),2100109332,"Địa chỉ: Số 24, Nguyễn Thị Minh Khai, Phường 2, Thành phố Trà Vinh, Trà Vinh"
190,CÔNG TY XĂNG DẦU CÀ MAU,Không có kết quả,,
191,CÔNG TY TNHH MỘT THÀNH VIÊN PETROLIMEX SINGAPORE,Không có kết quả,,
192,CÔNG TY CỔ PHẦN CHO THUÊ MÁY BAY VIỆT NAM,Kết quả tìm kiếm trùng nhau : 1,,
193,CÔNG TY TNHH MỘT THÀNH VIÊN TỔNG CÔNG TY CAO SU ĐỒNG NAI,CÔNG TY TNHH MỘT THÀNH VIÊN TỔNG CÔNG TY CAO SU ĐỒNG NAI,3600259465,"Địa chỉ: Số 47, Đường số 1, Tổ 3, ấp Trung Tâm, Xã Xuân Lập, Thị xã Long khánh, Đồng Nai"
194,CÔNG TY TNHH MỘT THÀNH VIÊN HOA SEN NGHỆ AN,Không có kết quả,,
195,CÔNG TY TNHH MỘT THÀNH VIÊN HOA SEN HÀ NAM,Không có kết quả,,
196,CÔNG TY TNHH MỘT THÀNH VIÊN ĐẦU TƯ KHU LIÊN HỢP LUYỆN CÁN THÉP HOA SEN CÀ NÁ - NINH THUẬN,CÔNG TY TNHH MỘT THÀNH VIÊN ĐẦU TƯ KHU LIÊN HỢP LUYỆN CÁN THÉP HOA SEN CÀ NÁ - NINH THUẬN,4500607953,"Địa chỉ: Khu công nghiệp Hoa Sen Cà Ná, Xã Phước Diêm, Huyện Thuận Nam, Ninh Thuận"
197,CÔNG TY TNHH MỘT THÀNH VIÊN ĐẦU TƯ HẠ TẦNG KHU CÔNG NGHIỆP HOA SEN CÀ NÁ - NINH THUẬN,CÔNG TY TNHH MỘT THÀNH VIÊN ĐẦU TƯ HẠ TẦNG KHU CÔNG NGHIỆP HOA SEN CÀ NÁ - NINH THUẬN,4500607978,"Địa chỉ: Khu công nghiệp Hoa Sen Cà Ná, Xã Phước Diêm, Huyện Thuận Nam, Ninh Thuận"
198,CÔNG TY TNHH MỘT THÀNH VIÊN CẢNG TỔNG HỢP QUỐC TẾ HOA SEN CÀ NÁ - NINH THUẬN,CÔNG TY TNHH MỘT THÀNH VIÊN CẢNG TỔNG HỢP QUỐC TẾ HOA SEN CÀ NÁ - NINH THUẬN,4500607985,"Địa chỉ: Thôn Thương Diêm 2, Xã Phước Diêm, Huyện Thuận Nam, Ninh Thuận"
199,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN DU LỊCH PHÚC AN,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN DU LỊCH PHÚC AN,0108519841,"Địa chỉ: Số 7, Đường Bằng Lăng 1, Khu đô thị Sinh thái Vinhomes River, Phường Việt Hưng, Quận Long Biên, Hà Nội"
200,CÔNG TY CỔ PHẦN CẢNG NHA TRANG,CÔNG TY CỔ PHẦN CẢNG NHA TRANG,4200238776,"Địa chỉ: 05 Trần Phú, Phường Vĩnh Nguyên, Thành phố Nha Trang, Khánh Hòa"
201,CÔNG TY TNHH 1 THÀNH VIÊN PETROLIMEX LÀO,Không có kết quả,,
202,TỔNG CÔNG TY VẬN TẢI THỦY PETROLIMEX-CÔNG TY TNHH MỘT THÀNH VIÊN,Không có kết quả,,
203,CÔNG TY XĂNG DẦU HÀ SƠN BÌNH,CÔNG TY XĂNG DẦU HÀ SƠN BÌNH - CÔNG TY TNHH MỘT THÀNH VIÊN,0500232954,"Địa chỉ: Số 167 đường Trần Phú, Phường Văn Quán, Quận Hà Đông, Hà Nội"
204,CÔNG TY TNHH MỘT THÀNH VIÊN CAO SU BÌNH LONG,CÔNG TY TNHH MỘT THÀNH VIÊN CAO SU BÌNH LONG,3800100168,"Địa chỉ: Quốc lộ 13, Phường Hưng Chiến, Thị xã Bình Long, Bình Phước"
205,CÔNG TY TNHH MỘT THÀNH VIÊN CAO SU DẦU TIẾNG,CÔNG TY TNHH MỘT THÀNH VIÊN CAO SU DẦU TIẾNG,3700146377,"Địa chỉ: Kp 2, Thị Trấn Dầu Tiếng, Huyện Dầu Tiếng, Bình Dương"
206,CÔNG TY TNHH MỘT THÀNH VIÊN NĂNG LƯỢNG TÁI TẠO HOA SEN CÀ NÁ - NINH THUẬN,CÔNG TY TNHH MỘT THÀNH VIÊN NĂNG LƯỢNG TÁI TẠO HOA SEN CÀ NÁ - NINH THUẬN,4500607960,"Địa chỉ: Khu công nghiệp Hoa Sen Cà Ná, Xã Phước Diêm, Huyện Thuận Nam, Ninh Thuận"
207,CÔNG TY TNHH MỘT THÀNH VIÊN XI MĂNG HOA SEN CÀ NÁ - NINH THUẬN,CÔNG TY TNHH MỘT THÀNH VIÊN XI MĂNG HOA SEN CÀ NÁ - NINH THUẬN,4500607946,"Địa chỉ: Khu công nghiệp Hoa Sen Cà Ná, Xã Phước Diêm, Huyện Thuận Nam, Ninh Thuận"
208,CÔNG TY TNHH MỘT THÀNH VIÊN VẬT LIỆU XÂY DỰNG HOA SEN YÊN BÁI,Không có kết quả,,
209,CÔNG TY CỔ PHẦN HOA SEN YÊN BÁI,CÔNG TY CỔ PHẦN HOA SEN YÊN BÁI,5200861319,"Địa chỉ: Tổ 48, Phường Đồng Tâm, Thành phố Yên Bái, Yên Bái"
210,CÔNG TY TNHH MỘT THÀNH VIÊN DỊCH VỤ KHẢO SÁT VÀ CÔNG TRÌNH NGẦM PTSC,Không có kết quả,,
211,CÔNG TY CỔ PHẦN KHÁCH SẠN DẦU KHÍ,Không có kết quả,,
212,CÔNG TY TNHH MỘT THÀNH VIÊN DICH VỤ CƠ KHÍ HÀNG HẢI PTSC,CÔNG TY TNHH MỘT THÀNH VIÊN DỊCH VỤ CƠ KHÍ HÀNG HẢI PTSC,3500790168,"Địa chỉ: Số 31 đường 30/4, Phường 9, Thành Phố Vũng Tàu, Bà Rịa - Vũng Tàu"
213,CÔNG TY TNHH MỘT THÀNH VIÊN DỊCH VỤ KỸ THUẬT DẦU KHÍ LABUAN,Không có kết quả,,
214,CÔNG TY CỔ PHẦN DỊCH VỤ DẦU KHÍ QUẢNG NGÃI,2,,
215,"CÔNG TY CỔ PHẦN DỊCH VỤ LẮP ĐẶT, VẬN HÀNH VÀ BẢO DƯỠNG CÔNG TRÌNH DẦU KHÍ BIỂN PTSC",Không có kết quả,,
216,CÔNG TY CỔ PHẦN CẢNG DỊCH VỤ DẦU KHÍ TỔNG HỢP PHÚ MỸ,CÔNG TY CỔ PHẦN CẢNG DỊCH VỤ DẦU KHÍ TỔNG HỢP PHÚ MỸ,3501811766,"Địa chỉ: Đường số 3 Khu Công nghiệp Phú Mỹ 1 - Phường Phú Mỹ, Thị Xã Phú Mỹ, Bà Rịa - Vũng Tàu"
217,CÔNG TY CỔ PHẦN CẢNG DỊCH VỤ DẦU KHÍ TỔNG HỢP PTSC THANH HÓA,2,,
218,CÔNG TY CỔ PHẦN DỊCH VỤ KHAI THÁC DẦU KHÍ PTSC,2,,
219,CÔNG TY LIÊN DOANH PTSC SOUTH EAST ASIA (SEA),Không có kết quả,,
220,CÔNG TY LIÊN DOANH PTSC ASIA PACIFIC,Không có kết quả,,
221,VIETJET AIR IVB NO.I LIMITED,Không có kết quả,,
222,VIETJET AIR IVB NO.II LIMITED,Không có kết quả,,
223,"VIETJET AIR SINGAPORE PTE., LTD",Không có kết quả,,
224,VIETJET AIR IRELAND NO.I LIMITED,Không có kết quả,,
225,SKYMATE LIMITED,Không có kết quả,,
226,CÔNG TY CỔ PHẦN VIETJETAIR CARGO,2,,
227,CÔNG TY TNHH MỘT THÀNH VIÊN QUẢN LÝ KHÁCH SẠN VÀ KHU NGHỈ DƯỠNG FLC,CÔNG TY TNHH MỘT THÀNH VIÊN QUẢN LÝ KHÁCH SẠN VÀ KHU NGHỈ DƯỠNG FLC,4201620829,"Địa chỉ: Số phòng 10, tầng 10, tòa nhà Văn Phòng Gelex, số 52 đường L, Phường Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội"
228,CÔNG TY TNHH FLC QUẢNG BÌNH GOLF & RESORT,Không có kết quả,,
229,CÔNG TY TNHH ĐẦU TƯ PHÁT TRIỂN VÀ QUẢN LÝ KHU CÔNG NGHIỆP FLC,CÔNG TY TNHH ĐẦU TƯ PHÁT TRIỂN VÀ QUẢN LÝ KHU CÔNG NGHIỆP FLC,0108133904,"Địa chỉ: Tháp đôi FLC265 Cầu Giấy, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội"
230,CÔNG TY CỔ PHẦN  ĐẦU TƯ KHU CÔNG NGHIỆP VINHOMES,Không có kết quả,,
231,CÔNG TY CỔ PHẦN KINH DOANH BẤT ĐỘNG SẢN MV VIỆT NAM,CÔNG TY CỔ PHẦN KINH DOANH BẤT ĐỘNG SẢN MV VIỆT NAM,0316040344,"Địa chỉ: Tầng 4, Trung tâm thương mại Vincom Megamall Thảo Điền, 161, Phường Thảo Điền, Quận 2, TP Hồ Chí Minh"
232,CÔNG TY XĂNG DẦU LÀO CAI,Không có kết quả,,
233,CÔNG TY XĂNG DẦU YÊN BÁI,CÔNG TY XĂNG DẦU YÊN BÁI,5200127147,"Địa chỉ: Tổ 10, Phường Yên Ninh, Thành phố Yên Bái, Yên Bái"
234,CÔNG TY TNHH MỘT THÀNH VIÊN CAO SU LỘC NINH,CÔNG TY TNHH MỘT THÀNH VIÊN CAO SU LỘC NINH,3800100270,"Địa chỉ: Khu phố Ninh Thuận, Thị trấn Lộc Ninh, Huyện Lộc Ninh, Bình Phước"
235,CÔNG TY CỔ PHẦN KHẢO SÁT ĐỊA VẬT LÝ PTSC-CGGV,Không có kết quả,,
236,CÔNG TY CỔ PHẦN CẢNG DỊCH VỤ DẦU KHÍ ĐÌNH VŨ,Kết quả tìm kiếm trùng nhau : 1,,
237,CÔNG TY CỔ PHẦN ĐẦU TƯ DẦU KHÍ SAO MAI – BẾN ĐÌNH,CÔNG TY CỔ PHẦN ĐẦU TƯ DẦU KHÍ SAO MAI – BẾN ĐÌNH.,3500794814,"Địa chỉ: Số 65A3 đường 30/4, Phường Thắng Nhất, Thành Phố Vũng Tàu, Bà Rịa - Vũng Tàu"
238,CÔNG TY CỔ PHẦN DỊCH VỤ BẢO VỆ AN NINH DẦU KHÍ VIỆT NAM,CÔNG TY CỔ PHẦN DỊCH VỤ BẢO VỆ AN NINH DẦU KHÍ VIỆT NAM,0103335223,"Địa chỉ: Tầng G3 tháp 21 tầng, B4 Kim Liên, Phường Kim Liên, Quận Đống đa, Hà Nội"
239,CÔNG TY TNHH VÀNG BẠC ĐÁ QUÝ FLC,CÔNG TY TNHH VÀNG BẠC ĐÁ QUÝ FLC,0108133894,"Địa chỉ: Tháp đôi FLC 265 Cầu Giấy, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội"
240,CÔNG TY TNHH ĐẦU TƯ VÀ PHÁT TRIỂN FLC HẠ LONG,2,,
241,CÔNG TY TNHH BOT KHAI THÁC QUẢN LÝ BÃI BIỂN FLC SẦM SƠN,Không có kết quả,,
242,CÔNG TY TNHH FLC SAM SƠN GOLF & RESORT,Không có kết quả,,
243,CÔNG TY CỔ PHẦN FLC QUY NHƠN GOLF & RESORT,Kết quả tìm kiếm trùng nhau : 1,,
244,CÔNG TY CỔ PHẦN FLC LAND,Không có kết quả,,
245,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN ĐÔ THỊ SÀI ĐỒNG,Kết quả tìm kiếm trùng nhau : 1,,
246,CÔNG TY TNHH PHÁT TRIỂN CÔNG VIÊN TRUNG TÂM,Kết quả tìm kiếm trùng nhau : 1,,
247,CÔNG TY XĂNG DẦU TUYÊN QUANG,CÔNG TY XĂNG DẦU TUYÊN QUANG - CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN,5000118667,"Địa chỉ: Số 14, đường Phan Đình Phùng, tổ 1, Phường Minh Xuân, Thành Phố Tuyên Quang, Tuyên Quang"
248,CÔNG TY XĂNG DẦU BẮC THÁI,Không có kết quả,,
249,CÔNG TY XĂNG DẦU HÀ BẮC,CÔNG TY XĂNG DẦU HÀ BẮC,2400112897,"Địa chỉ: Số 38 Châu Xuyên, Phường Lê Lợi, Thành phố Bắc Giang, Bắc Giang"
250,CÔNG TY XĂNG DẦU PHÚ THỌ,CÔNG TY XĂNG DẦU PHÚ THỌ,2600108866,"Địa chỉ: Số 2470, đại lộ Hùng Vương, Phường Vân Cơ, Thành phố Việt Trì, Phú Thọ"
251,CÔNG TY TNHH MỘT THÀNH VIÊN CAO SU PHÚ RIỀNG,CÔNG TY TNHH MỘT THÀNH VIÊN CAO SU PHÚ RIỀNG,3800100062,"Địa chỉ: Đường ĐT.741, Thôn Phú Thịnh, Xã Phú Riềng, Huyện Phú Riềng, Bình Phước"
252,CÔNG TY TNHH MỘT THÀNH VIÊN CAO SU KRÔNG BUK,Không có kết quả,,
253,CÔNG TY TNHH FLC ĐỒ SƠN GOLF & RESORT,CÔNG TY TNHH FLC ĐỒ SƠN GOLF & RESORT,0201775864,"Địa chỉ: Khu 2, Phường Vạn Hương, Quận Đồ Sơn, Hải Phòng"
254,CÔNG TY CỔ PHẦN ĐỊA ỐC STAR HÀ NỘI,CÔNG TY CỔ PHẦN ĐỊA ỐC STAR HÀ NỘI,0500573418,"Địa chỉ: Số 418, Đường Quang Trung, Phường La Khê, Quận Hà Đông, Hà Nội"
255,CÔNG TY CỔ PHẦN NƯỚC GIẢI KHÁT FLC,CÔNG TY CỔ PHẦN NƯỚC GIẢI KHÁT FLC,4101469275,"Địa chỉ: Điểm số 4 khu Du lịch biển Nhơn Lý - Cát Tiến, Xã Nhơn Lý, Thành phố Quy Nhơn, Bình Định"
256,CÔNG TY TNHH ĐẦU TƯ VÀ QUẢN LÝ TOÀ NHÀ ION COMPLEX,CÔNG TY TNHH ĐẦU TƯ VÀ QUẢN LÝ TÒA NHÀ ION COMPLEX,0104133614,"Địa chỉ: 36 đường Phạm Hùng, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội"
257,CÔNG TY CỔ PHẦN DU LỊCH VÀ SỰ KIỆN FLC,Không có kết quả,,
258,CÔNG TY CỔ PHẦN ĐẦU TƯ ĐỊA ỐC ALASKA,CÔNG TY CỔ PHẦN ĐẦU TƯ ĐỊA ỐC ALASKA,0104102038,"Địa chỉ: Tầng 1, Tòa nhà HH3, Khu đô thị chức năng Đại Mỗ, tổ dân phố, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội"
259,CÔNG TY TNHH MỘT THÀNH VIÊN QUẢN LÝ NỢ VÀ KHAI THÁC TÀI SẢN-NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN QUỐC TẾ VIỆT NAM (VIBAMC),Không có kết quả,,
260,CÔNG TY CỔ PHẦN THIẾT BỊ ĐIỆN GELEX,Không có kết quả,,
261,CÔNG TY CỔ PHẦN HẠ TẦNG GELEX,CÔNG TY CỔ PHẦN HẠ TẦNG GELEX TÂY NINH,3901285684,"Địa chỉ: Số 087, đường Huỳnh Văn Lợi, khu phố 1, Phường 2, Thành phố Tây Ninh, Tây Ninh"
262,TỔNG CÔNG TY VIGLACERA - CÔNG TY CỔ PHẦN,Không có kết quả,,
263,CÔNG TY CỔ PHẦN GIẢI PHÁP VÀ DỊCH VỤ CÔNG NGHỆ VANTIX,CÔNG TY CỔ PHẦN GIẢI PHÁP VÀ DỊCH VỤ CÔNG NGHỆ VANTIX,0108949185,"Địa chỉ: Số 7, Đường Bằng Lăng 1, Khu đô thị sinh thái Vinhomes River, Phường Việt Hưng, Quận Long Biên, Hà Nội"
264,CÔNG TY CỔ PHẦN TRUNG TÂM HỘI CHỢ TRIỂN LÃM VIỆT NAM,Kết quả tìm kiếm trùng nhau : 1,,
265,CÔNG TY VINGROUP HÀN QUỐC,Không có kết quả,,
266,CÔNG TY XĂNG DẦU HÀ NAM NINH,CÔNG TY XĂNG DẦU HÀ NAM NINH,0600018898,"Địa chỉ: Số 143 Trần Nhân Tông, Phường Năng Tĩnh, Thành phố Nam Định, Nam Định"
267,CÔNG TY XĂNG DẦU THANH HOÁ,CÔNG TY XĂNG DẦU THANH HÓA - CÔNG TY TNHH,2800114779,"Địa chỉ: Số 305 đường Bà Triệu, Phường Hàm Rồng, Thành phố Thanh Hoá, Thanh Hoá"
268,CÔNG TY XĂNG DẦU NGHỆ AN,CÔNG TY XĂNG DẦU NGHỆ AN,2900326304,"Địa chỉ: Số 4, đường Nguyễn Sỹ Sách, Phường Hưng Bình, Thành phố Vinh, Nghệ An"
269,CÔNG TY XĂNG DẦU HÀ TĨNH,CÔNG TY XĂNG DẦU HÀ TĨNH,3001278620,"Địa chỉ: Số 29 đường Trần Phú, Phường Trần Phú, Thành phố Hà Tĩnh, Hà Tĩnh"
270,TỔNG CÔNG TY DỊCH VỤ XĂNG DẦU PETROLIMEX,TỔNG CÔNG TY DỊCH VỤ XĂNG DẦU PETROLIMEX,0108005532,"Địa chỉ: 229 Tây Sơn, Phường Ngã Tư Sở, Quận Đống đa, Hà Nội"
271,CÔNG TY TNHH MỘT THÀNH VIÊN XĂNG DẦU KV2,Không có kết quả,,
272,CÔNG TY TNHH MỘT THÀNH VIÊN CAO SU EAH LEO,Không có kết quả,,
273,CÔNG TY TNHH MỘT THÀNH VIÊN CAO SU CHƯ PRÔNG,CÔNG TY TNHH MỘT THÀNH VIÊN CAO SU CHƯ PRÔNG,5900190641,"Địa chỉ: Thôn Hợp Hòa, Xã Ia Drăng, Huyện Chư Prông, Gia Lai"
274,CÔNG TY TNHH MỘT THÀNH VIÊN THỜI TRANG CAF,Không có kết quả,,
275,CÔNG TY TNHH MỘT THÀNH VIÊN GIÁM ĐỊNH PNJLAB,Không có kết quả,,
276,CÔNG TY TNHH MỘT THÀNH VIÊN CHẾ TÁC VÀ KINH DOANH TRANG SỨC PNJP,Không có kết quả,,
277,CÔNG TY TNHH MỘT THÀNH VIÊN KỶ NGUYÊN KHÁCH HÀNG CECL,Không có kết quả,,
278,CÔNG TY TNHH TRIỂN KHAI HỆ THỐNG PHẦN MỀM VINSOFTWARE,Kết quả tìm kiếm trùng nhau : 1,,
279,CÔNG TY TNHH VINTECH VENTURES,Không có kết quả,,
280,CÔNG TY TNHH TƯ VẤN GIẢI PHÁP TỰ ĐỘNG HÓA QUẢN TRỊ VINBRAIN,Kết quả tìm kiếm trùng nhau : 1,,
281,CÔNG TY XĂNG DẦU KV1 – CÔNG TY TNHH MỘT THÀNH VIÊN,Không có kết quả,,
282,CÔNG TY XĂNG DẦU KV5 – CÔNG TY TNHH MỘT THÀNH VIÊN,Không có kết quả,,
283,CÔNG TY XĂNG DẦU KV3 – CÔNG TY TNHH MỘT THÀNH VIÊN,Không có kết quả,,
284,CÔNG TY XĂNG DẦU THÁI BÌNH,Không có kết quả,,
285,CÔNG TY XĂNG DẦU LAI CHÂU,Không có kết quả,,
286,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ HẢI CHÂU,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ HẢI CHÂU PHÚ MỸ,3502464794,"Địa chỉ: Khu phố Ông Trịnh, Phường Tân Phước, Thị xã Phú Mỹ, Tỉnh Bà Rịa - Vũng Tàu"
287,CÔNG TY TNHH MỘT THÀNH VIÊN CAO SU CHƯ SÊ,CÔNG TY TNHH MỘT THÀNH VIÊN CAO SU CHƯ SÊ.,5900190497,"Địa chỉ: 420 Hùng Vương, Thị trấn Chư Sê, Huyện Chư Sê, Gia Lai"
288,CÔNG TY TNHH MỘT THÀNH VIÊN CAO SU KON TUM,Không có kết quả,,
289,CÔNG TY TNHH VINGROUP RU,Không có kết quả,,
290,CÔNG TY TNHH VINGROUP USA,Không có kết quả,,
291,CÔNG TYY LIÊN DOANH TNHH KHO X.DẦU NGOẠI QUAN VÂN PHONG,Không có kết quả,,
292,TỔNG CÔNG TY HÓA DẦU PETROLIMEX-CÔNG TY CỔ PHẦN,Không có kết quả,,
293,CÔNG TY THƯƠNG MẠI DỊCH VỤ CÁI BÈ,Không có kết quả,,
294,CÔNG TY TNHH HÓA CHẤT PTN,Không có kết quả,,
295,CÔNG TY TNHH MỘT THÀNH VIÊN CAO SU MANG YANG,CÔNG TY TNHH MỘT THÀNH VIÊN CAO SU MANG YANG,5900190553,"Địa chỉ: 536 Nguyễn Huệ, Thị trấn Đăk Đoa, Huyện Đak Đoa, Gia Lai"
296,CÔNG TY TNHH MỘT THÀNH VIÊN CAO SU CHƯ PĂH,Không có kết quả,,
297,CÔNG TY TNHH VINGROUP NHẬT BẢN,Không có kết quả,,
298,CÔNG TY TNHH SẢN XUẤT VÀ KINH DOANH PHẦN MỀM HMS,Kết quả tìm kiếm trùng nhau : 1,,
299,CÔNG TY TNHH DỊCH VỤ AN NINH MẠNG VINCSS,Kết quả tìm kiếm trùng nhau : 1,,
300,CÔNG TY CỔ PHẦN NHIÊN LIỆU BAY PETROLIMEX,Kết quả tìm kiếm trùng nhau : 1,,
301,CÔNG TY CỔ PHẦN VẬN TẢI HÓA DẦU VP,CÔNG TY CỔ PHẦN VẬN TẢI HÓA DẦU VP,0200809454,"Địa chỉ: Phòng 7.03, Central Tower, 43 Quang Trung, Phường Quang Trung, Quận Hồng Bàng, Hải Phòng"
302,CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU PETROLIMEX,2,,
