Tên chi nhánh,Mã số thuế,Tên CEO,Địa chỉ chi nhánh,Tên HO,Tỉnh,business
CHI NHÁNH TỔNG CÔNG TY ĐẦU TƯ VÀ PHÁT TRIỂN CÔNG NGHIỆP - CTCP,3700145020-009,LÊ TÙNG CHINH,"Phòng 1908-09 tầng 19, Cao ốc Sài gòn Trade Center, Số 37 Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",TỔNG CÔNG TY ĐẦU TƯ VÀ PHÁT TRIỂN CÔNG NGHIỆP - CTCP,TP Hồ Chí Minh,Bán buôn chuyên doanh khác
CHI NHÁNH TỔNG CÔNG TY ĐẦU TƯ VÀ PHÁT TRIỂN CÔNG NGHIỆP - CTCP - XÍ NGHIỆP PHÁT TRIỂN CÔNG NGHIỆP & ĐÔ THỊ BÀU BÀNG,3700145020-025,NGUYỄN THÁI BÌNH,"Căn A 2-09-10, Đường NC,Khu phố Thương mại, Ấp Đồng Sổ, Xã Lai Uyên, Huyện Bàu Bàng, Tỉnh Bình Dương, Việt Nam",TỔNG CÔNG TY ĐẦU TƯ VÀ PHÁT TRIỂN CÔNG NGHIỆP - CTCP,Bình Dương,
CHI NHÁNH TỔNG CÔNG TY THƯƠNG MẠI XUẤT NHẬP KHẨU THANH LỄ - CTCP,3700146458-006,ĐÀO NGỌC THẠNH,"102 Nguyễn Du, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",TỔNG CÔNG TY THƯƠNG MẠI XUẤT NHẬP KHẨU THANH LỄ - CTCP,TP Hồ Chí Minh,Hoạt động kinh doanh bất động sản
CHI NHÁNH TỔNG CÔNG TY THƯƠNG MẠI XUẤT NHẬP KHẨU THANH LỄ - CTCP TẠI TỈNH ĐẮK LẮK,3700146458-010,HÀ NGỌC SƠN,"Số 463 Nguyễn Văn Cừ, Phường Tân Lập, TP.Buôn Ma Thuột, Tỉnh Đắk Lắk, Việt Nam",TỔNG CÔNG TY THƯƠNG MẠI XUẤT NHẬP KHẨU THANH LỄ - CTCP,Đắk Lắk,
CHI NHÁNH CÔNG TY TNHH XUẤT NHẬP KHẨU THỦY SẢN MINH PHÚ,2000393273-001,Lê Văn Quang,"167A Nam Kỳ Khởi Nghĩa, Phường 07, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",CÔNG TY CP TẬP ĐOÀN THỦY SẢN MINH PHÚ,TP Hồ Chí Minh,"Bán buôn nông, lâm sản nguyên liệu (trừ gỗ, tre, nứa) và động vật sống"
CHI NHÁNH CÔNG TY CỔ PHẦN TẬP ĐOÀN THỦY SẢN MINH PHÚ (TỈNH CÀ MAU) ( TÊN CŨ: CHI NHÁNH CÔNG TY CỔ PHẦN THỦY HẢI SẢN MINH PHÚ ),2000393273-002,Chu Thị Bình,"21 Lê Quý Đôn, Phường 06, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",CÔNG TY CP TẬP ĐOÀN THỦY SẢN MINH PHÚ,TP Hồ Chí Minh,Hoạt động dịch vụ hỗ trợ kinh doanh khác chưa được phân vào đâu
CÔNG TY CP TẬP ĐOÀN THỦY SẢN MINH PHÚ,2000393273-003,Lê Văn Quang,Khu công nghiệp phường 8 - Phường 8 - Thành phố Cà Mau - Cà Mau.,CÔNG TY CP TẬP ĐOÀN THỦY SẢN MINH PHÚ,Cà Mau,
CÔNG TY CP GENTRACO- CỬA HÀNG ĐIỆN THOẠI,1800241743-015,NGUYỄN TRUNG KIÊN,"2 Hùng Vương, Phường Thới Bình, Quận Ninh Kiều, Thành phố Cần Thơ, Việt Nam",CÔNG TY CP GENTRACO,Cần Thơ,
"CÔNG TY CP GENTRACO- CỬA HÀNG KINH DOANH GIA CẦM, RAU QUẢ",1800241743-016,NGUYỄN TRUNG KIÊN,"91 Hòa Bình, Phường Thốt Nốt, Quận Thốt Nốt, Thành phố Cần Thơ, Việt Nam",CÔNG TY CP GENTRACO,Cần Thơ,
CÔNG TY CP GENTRACO- CỬA HÀNG XĂNG DẦU,1800241743-017,NGUYỄN TRUNG KIÊN,"Quốc lộ 91, KV Long Thạnh 2, Phường Thốt Nốt, Quận Thốt Nốt, Thành phố Cần Thơ, Việt Nam",CÔNG TY CP GENTRACO,Cần Thơ,
CÔNG TY CP GENTRACO- CỬA HÀNG XĂNG DẦU SỐ 3,1800241743-018,NGUYỄN TRUNG KIÊN,"34/4 Quốc lộ 91, KV Đồng Hòa, Phường Châu Văn Liêm, Quận Ô Môn, Thành phố Cần Thơ, Việt Nam",CÔNG TY CP GENTRACO,Cần Thơ,
CÔNG TY CP GENTRACO- CỬA HÀNG ĐIỆN THOẠI,1800241743-019,NGUYỄN TRUNG KIÊN,"152 Cách mạng tháng tám, Phường Cái Khế, Quận Ninh Kiều, Thành phố Cần Thơ, Việt Nam",CÔNG TY CP GENTRACO,Cần Thơ,
CÔNG TY CP GENTRACO- CỬA HÀNG LƯƠNG THỰC THỰC PHẨM ĐẠI KHÁNH,1800241743-020,NGUYỄN TRUNG KIÊN,"24/33A Trần Việt Châu, Phường An Hòa, Quận Ninh Kiều, Thành phố Cần Thơ, Việt Nam",CÔNG TY CP GENTRACO,Cần Thơ,
CÔNG TY CP GENTRACO- CỬA HÀNG LƯƠNG THỰC THỰC PHẨM ĐẠI KHÁNH,1800241743-021,NGUYỄN TRUNG KIÊN,"19 đường số 13, Khu đô thị 586, Phường Phú Thứ, Quận Cái Răng, Thành phố Cần Thơ, Việt Nam",CÔNG TY CP GENTRACO,Cần Thơ,
CÔNG TY CP GENTRACO- CỬA HÀNG LƯƠNG THỰC THỰC PHẨM ĐẠI KHÁNH,1800241743-022,NGUYỄN TRUNG KIÊN,"43 Xô Viết Nghệ Tĩnh, Phường An Cư, Quận Ninh Kiều, Thành phố Cần Thơ, Việt Nam",CÔNG TY CP GENTRACO,Cần Thơ,
CÔNG TY CP GENTRACO- CỬA HÀNG LƯƠNG THỰC THỰC PHẨM ĐẠI KHÁNH,1800241743-023,NGUYỄN TRUNG KIÊN,"5A1 đường 30/4, Phường Xuân Khánh, Quận Ninh Kiều, Thành phố Cần Thơ, Việt Nam",CÔNG TY CP GENTRACO,Cần Thơ,
CÔNG TY CP GENTRACO- CỬA HÀNG ĐIỆN THOẠI,1800241743-024,NGUYỄN TRUNG KIÊN,"Quốc lộ 91, Phường Thốt Nốt, Quận Thốt Nốt, Thành phố Cần Thơ, Việt Nam",CÔNG TY CP GENTRACO,Cần Thơ,
CÔNG TY CP GENTRACO - CHI NHÁNH CHẾ BIẾN GẠO CAO CẤP LONG THẠNH - PHÂN XƯỞNG LONG HƯNG,1800241743-029,Đinh Thanh Sang,Hưng Lợi Đông - Xã Long Hưng B - Huyện Lấp Vò - Đồng Tháp.,CÔNG TY CP GENTRACO,Đồng Tháp,
CHI NHÁNH CÔNG TY CỔ PHẦN VẬT TƯ HẬU GIANG TẠI THÀNH PHỐ HỒ CHÍ MINH,1800506679-007,NGUYỄN VĂN LONG SƠN,"166 Bình Lợi, Phường 13, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",CÔNG TY CP VẬT TƯ HẬU GIANG,TP Hồ Chí Minh,"Bán lẻ hình thức khác (trừ bán lẻ tại cửa hàng, lưu động hoặc tại chợ)"
CÔNG TY CỔ PHẦN VẬT TƯ HẬU GIANG- XƯỞNG SẢN XUẤT THÉP CÁN KÉO,1800506679-011,LÂM ANH TRUYỀN,"Lô 38, Khu CN Trà Nóc 1, Phường Trà Nóc, Quận Bình Thuỷ, Thành phố Cần Thơ, Việt Nam",CÔNG TY CP VẬT TƯ HẬU GIANG,Cần Thơ,
CÔNG TY CỔ PHẦN VẬT TƯ HẬU GIANG- CỬA HÀNG GAS HAMACO,1800506679-012,LÂM ANH TRUYỀN,"B71, đường 57, Khu DC 586, Phường Phú Thứ, Quận Cái Răng, Thành phố Cần Thơ, Việt Nam",CÔNG TY CP VẬT TƯ HẬU GIANG,Cần Thơ,
CHI NHÁNH CÔNG TY CP VẬT TƯ HẬU GIANG TẠI TIỀN GIANG,1800506679-014,CAO MINH THIỆN,"Số 436 Đinh Bộ Lĩnh, Phường 2, Thành phố Mỹ Tho, Tỉnh Tiền Giang, Việt Nam",CÔNG TY CP VẬT TƯ HẬU GIANG,Tiền Giang,
CHI NHÁNH CÔNG TY CP VẬT TƯ HẬU GIANG - HAMACO KG,1800506679-015,MAI BẢO NGỌC,"Số 184 Trần Hưng Đạo, Phường An Nghiệp, Quận Ninh Kiều, Thành phố Cần Thơ, Việt Nam",CÔNG TY CP VẬT TƯ HẬU GIANG,Cần Thơ,
CHI NHÁNH CÔNG TY CP VẬT TƯ HẬU GIANG - HAMACO TG,1800506679-016,MAI BẢO NGỌC,"184, Trần Hưng Đạo, Phường An Nghiệp, Quận Ninh Kiều, Thành phố Cần Thơ, Việt Nam",CÔNG TY CP VẬT TƯ HẬU GIANG,Cần Thơ,
XÍ NGHIỆP SẢN XUẤT VẬT LIỆU XÂY DỰNG HẢI VÂN - CHI NHÁNH CÔNG TY CỔ PHẦN QUẢN LÝ VÀ KHAI THÁC HẦM ĐƯỜNG BỘ HẢI VÂN,0400101965-007,NGUYỄN QUANG HƯNG,"27 Bùi Chát, Phường Hoà Khánh Bắc, Quận Liên Chiểu, Thành phố Đà Nẵng, Việt Nam",CÔNG TY CP ĐẦU TƯ HẠ TẦNG GIAO THÔNG ĐÈO CẢ,Đà Nẵng,
CHI NHÁNH QUẢN LÝ ĐƯỜNG BỘ VÀ XÂY DỰNG HẢI VÂN - CÔNG TY TNHH MỘT THÀNH VIÊN QUẢN LÝ VÀ KHAI THÁC HẦM ĐƯỜNG BỘ HẢI VÂN,0400101965-009,LÊ KHẢ MUÔN,"Km 11+500 đường dẫn phía Nam hầm đường bộ Hải Vân, Phường Hoà Hiệp Bắc, Quận Liên Chiểu, Thành phố Đà Nẵng, Việt Nam",CÔNG TY CP ĐẦU TƯ HẠ TẦNG GIAO THÔNG ĐÈO CẢ,Đà Nẵng,
"XÍ NGHIỆP QUẢN LÝ, VẬN HÀNH HẦM ĐƯỜNG BỘ ĐÈO CẢ - CHI NHÁNH CÔNG TY CỔ PHẦN ĐẦU TƯ HẠ TẦNG GIAO THÔNG ĐÈO CẢ TẠI PHÚ YÊN",0400101965-013,LÊ CHÂU THẮNG,"Thôn Hảo Sơn, Xã Hòa Xuân Nam, Thị xã Đông Hoà, Tỉnh Phú Yên, Việt Nam",CÔNG TY CP ĐẦU TƯ HẠ TẦNG GIAO THÔNG ĐÈO CẢ,Phú Yên,
"XÍ NGHIỆP QUẢN LÝ, VẬN HÀNH HẦM ĐƯỜNG BỘ PHƯỚC TƯỢNG - PHÚ GIA - CHI NHÁNH CÔNG TY CỔ PHẦN ĐẦU TƯ HẠ TẦNG GIAO THÔNG ĐÈO CẢ TẠI THỪA THIÊN HUẾ",0400101965-014,LÊ CHÂU THẮNG,"Thôn Trung Phước Tượng, Xã Lộc Trì, Huyện Phú Lộc, Tỉnh Thừa Thiên Huế, Việt Nam",CÔNG TY CP ĐẦU TƯ HẠ TẦNG GIAO THÔNG ĐÈO CẢ,Thừa Thiên Huế,
"XÍ NGHIỆP QUẢN LÝ, VẬN HÀNH ĐƯỜNG CAO TỐC TRUNG LƯƠNG - MỸ THUẬN - CHI NHÁNH CÔNG TY CỔ PHẦN ĐẦU TƯ HẠ TẦNG GIAO THÔNG ĐÈO CẢ TẠI TIỀN GIANG",0400101965-017,LÊ CHÂU THẮNG,"Ấp Tân Phong, Xã Tân Hội, Thị Xã Cai Lậy, Tỉnh Tiền Giang, Việt Nam",CÔNG TY CP ĐẦU TƯ HẠ TẦNG GIAO THÔNG ĐÈO CẢ,Tiền Giang,
VĂN PHÒNG ĐẠI DIỆN - CÔNG TY CỔ PHẦN ĐẦU TƯ HẠ TẦNG GIAO THÔNG ĐÈO CẢ TẠI THÀNH PHỐ HỒ CHÍ MINH,0400101965-018,NGUYỄN QUỲNH MAI,"32 Thạch Thị Thanh, Phường Tân Định, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",CÔNG TY CP ĐẦU TƯ HẠ TẦNG GIAO THÔNG ĐÈO CẢ,TP Hồ Chí Minh,
VĂN PHÒNG ĐẠI DIỆN - CÔNG TY CỔ PHẦN ĐẦU TƯ HẠ TẦNG GIAO THÔNG ĐÈO CẢ TẠI HÀ NỘI,0400101965-019,NGUYỄN QUỲNH MAI,"Tầng 16, Tháp Văn phòng, Tòa nhà số 265 Cầu Giấy, Phường Dịch Vọng, Quận Cầu Giấy, Thành phố Hà Nội, Việt Nam",CÔNG TY CP ĐẦU TƯ HẠ TẦNG GIAO THÔNG ĐÈO CẢ,Hà Nội,
CHI NHÁNH PHÍA NAM CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ KINH DOANH THÉP NHÂN LUẬT,0400102616-001,Nguyễn Hữu Đính,"100/3 Tô Ngọc Vân, Phường Thạnh Xuân, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",CÔNG TY CP ĐẦU TƯ VÀ KINH DOANH THÉP NHÂN LUẬT,TP Hồ Chí Minh,"Bán buôn vật liệu, thiết bị lắp đặt khác trong xây dựng"
CHI NHÁNH MIỀN TÂY - CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ KINH DOANH THÉP NHÂN LUẬT,0400102616-005,NGUYỄN VĂN HẬU,"Xưởng X203, Lê Hồng Phong, Phường Bình Thủy, Quận Bình Thuỷ, Thành phố Cần Thơ, Việt Nam",CÔNG TY CP ĐẦU TƯ VÀ KINH DOANH THÉP NHÂN LUẬT,Cần Thơ,
CHI NHÁNH GIA LAI - CTY CPĐT&KD THÉP NHÂN LUẬT,0400102616-006,NGuyễn Tài Hiệp,985 Phạm Văn Đồng - - Thành phố Pleiku - Gia Lai.,CÔNG TY CP ĐẦU TƯ VÀ KINH DOANH THÉP NHÂN LUẬT,Gia Lai,
CHI NHÁNH CÔNG TY CỔ PHẦN DIN CO (TP ĐÀ NẴNG),0400461301-003,Võ Tấn Quốc,"Tòa nhà Packsimex số 52, Đông Du, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",CÔNG TY CP KỸ THUẬT XÂY DỰNG DINCO,TP Hồ Chí Minh,Xây dựng công trình kỹ thuật dân dụng
VĂN PHÒNG ĐẠI DIỆN CÔNG TY CỔ PHẦN DINCO,0400461301-007,NGUYỄN THỊ PHƯƠNG TÂM,"33 Đường B1, Phường 13, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",CÔNG TY CP KỸ THUẬT XÂY DỰNG DINCO,TP Hồ Chí Minh,Xây dựng công trình kỹ thuật dân dụng khác
CHI NHÁNH KRÔNG PĂK- CTY XNK 2/9,6000234538-003,Lê Đức Thống,Khối 6 - TT Phứơc An - - Huyện Krông Pắk - Đắk Lắk.,CÔNG TY TNHH MTV XUẤT NHẬP KHẨU 2/9 ĐẮK LẮK,Đắk Lắk,"Bán buôn nông, lâm sản nguyên liệu (trừ gỗ, tre, nứa) và động vật sống"
CHI NHÁNH CƯJÚT THUỘC CTXNK 2/9 DAKLAK,6000234538-005,Ngô Đức Minh,222 - Qlộ 14 - TT Ea Tling - - Huyện Cư Jút - Đắk Nông.,CÔNG TY TNHH MTV XUẤT NHẬP KHẨU 2/9 ĐẮK LẮK,Đắk Nông,Bán lẻ nhiên liệu động cơ trong các cửa hàng chuyên doanh
TRẠM KINH DOANH HÀNG XUẤT NHẬP KHẨU DAKMIL,6000234538-012,Trần Thanh Bình,Thôn 4 Xã Đắk Lao - - Tỉnh Đắk Lắk - Đắk Lắk.,CÔNG TY TNHH MTV XUẤT NHẬP KHẨU 2/9 ĐẮK LẮK,Đắk Lắk,"Bán buôn nông, lâm sản nguyên liệu (trừ gỗ, tre, nứa) và động vật sống"
TRẠM KINH DOANH HÀNG XUẤT NHẬP KHẨU CƯM'GA,6000234538-016,Lê Quang Nhạn,Tỉnh lộ 8 Quảng Phú - - Huyện Cư M'gar - Đắk Lắk.,CÔNG TY TNHH MTV XUẤT NHẬP KHẨU 2/9 ĐẮK LẮK,Đắk Lắk,"Bán buôn nông, lâm sản nguyên liệu (trừ gỗ, tre, nứa) và động vật sống"
TRẠM KINH DOANH HÀNG XUẤT NHẬP KHẨU KRÔNGBÚK,6000234538-021,Đặng Văn Trợ,"15 Trần Hưng Đạo, Thôn An Lạc - - Tỉnh Đắk Lắk - Đắk Lắk.",CÔNG TY TNHH MTV XUẤT NHẬP KHẨU 2/9 ĐẮK LẮK,Đắk Lắk,"Bán buôn nông, lâm sản nguyên liệu (trừ gỗ, tre, nứa) và động vật sống"
ĐIỂM KINH DOANH SỐ 21,6000234538-030,Nguyễn Minh Tâm,Tổ 1- P. Nghĩa Thành - - Thành phố Gia Nghĩa - Đắk Nông.,CÔNG TY TNHH MTV XUẤT NHẬP KHẨU 2/9 ĐẮK LẮK,Đắk Nông,"Bán buôn nông, lâm sản nguyên liệu (trừ gỗ, tre, nứa) và động vật sống"
TRẠM KD HÀNG XNK HUYỆN DAKNÔNG,6000234538-032,Nguyễn Minh Tâm,Thị Trấn Gia Nghĩa - - Huyện Đắk Nông (hêt h.lực) - Đắk Lắk.,CÔNG TY TNHH MTV XUẤT NHẬP KHẨU 2/9 ĐẮK LẮK,An Giang,"Bán buôn nông, lâm sản nguyên liệu (trừ gỗ, tre, nứa) và động vật sống"
ĐIỂM KINH DOANH HÀNG XNK SỐ 45,6000234538-082,Lê Đức Thống,Thôn 2-Cư ÊBua - - TP.Buôn Ma Thuột - Đắk Lắk.,CÔNG TY TNHH MTV XUẤT NHẬP KHẨU 2/9 ĐẮK LẮK,Đắk Lắk,
ĐIỂM KINH DOANH HÀNG XNK SỐ 48,6000234538-083,Lê Đức Thống,Km 11-QLộ 26 Buôn Kô Tam - - TP.Buôn Ma Thuột - Đắk Lắk.,CÔNG TY TNHH MTV XUẤT NHẬP KHẨU 2/9 ĐẮK LẮK,Đắk Lắk,
ĐIỂM KINH DOANH HÀNG XNK SỐ 55,6000234538-090,Lê Đức Thống,Thôn 2 - Quảng Tín - - Huyện Đắk R'Lấp - Đắk Nông.,CÔNG TY TNHH MTV XUẤT NHẬP KHẨU 2/9 ĐẮK LẮK,Đắk Nông,
TRẠM KINH DOANH HÀNG XNK SỐ 40,6000234538-091,Lê Đức Thống,Thôn 4-Xã Hoà Thuận - - TP.Buôn Ma Thuột - Đắk Lắk.,CÔNG TY TNHH MTV XUẤT NHẬP KHẨU 2/9 ĐẮK LẮK,Đắk Lắk,
ĐIỂM KINH DOANH SỐ 18,6000234538-094,Trần Thanh Bình,Thôn 4 - Xã Đắk BLao - - Huyện Đắk Mil - Đắk Nông.,CÔNG TY TNHH MTV XUẤT NHẬP KHẨU 2/9 ĐẮK LẮK,Đắk Nông,
CHI NHÁNH CÔNG TY TNHH OLAM VIỆT NAM TẠI THÀNH PHỐ HỒ CHÍ MINH,6000346337-003,AMIT VERMA,"Lô số 01 + 02, Tầng 11, Khu văn phòng, Pearl Plaza, 561A Điện Biên Phủ, Phường 25, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",CÔNG TY TNHH OLAM VIỆT NAM,TP Hồ Chí Minh,"Bán lẻ hình thức khác (trừ bán lẻ tại cửa hàng, lưu động hoặc tại chợ)"
VĂN PHÒNG ĐẠI DIỆN CÔNG TY TRÁCH NHIỆM HỮU HẠN OLAM VIỆT NAM TẠI BÌNH PHƯỚC,6000346337-018,GAURAV PATIL,"Đường Nguyễn Văn Trà, Khu phố 5, Phường Long Phước, Thị xã Phước Long, Tỉnh Bình Phước, Việt Nam",CÔNG TY TNHH OLAM VIỆT NAM,Bình Phước,
CHI NHÁNH CÔNG TY TRÁCH NHIỆM HỮU HẠN OLAM VIỆT NAM TẠI BIÊN HÒA,6000346337-019,MIDHUN JOSE PACHAYYIL,"Kho B4 Tiến Nga, KP. Tân Cang, Phường Phước Tân, Thành phố Biên Hoà, Tỉnh Đồng Nai, Việt Nam",CÔNG TY TNHH OLAM VIỆT NAM,Đồng Nai,
ĐỊA ĐIỂM KINH DOANH CÔNG TY TNHH OLAM VIỆT NAM,6000346337-020,RAVINDRANATH BALAKRISHNAN,Tổ dân phố 1 - Thị trấn Mậu A - Huyện Văn Yên - Yên Bái.,CÔNG TY TNHH OLAM VIỆT NAM,Yên Bái,
CÔNG TY CỔ PHẦN DINH DƯỠNG NÔNG NGHIỆP QUỐC TẾ - CHI NHÁNH ĐỒNG NAI,3600618918-003,JOHAN CHRISTIAAN VAN DEN BAN,"Đường số 4, KCN Sông Mây, Xã Bắc Sơn, Huyện Trảng Bom, Tỉnh Đồng Nai, Việt Nam",CÔNG TY CP DINH DƯỠNG NÔNG NGHIỆP QUỐC TẾ,Đồng Nai,
CÔNG TY CỔ PHẦN DINH DƯỠNG NÔNG NGHIỆP QUỐC TẾ - CHI NHÁNH BÌNH ĐỊNH,3600618918-004,JOHAN CHRISTIAAN VAN DEN BAN,"Lô B4.06, Khu Công nghiệp Nhơn Hội (Khu A), Khu kinh tế Nhơn Hội, Xã Nhơn Hội, Thành phố Quy Nhơn, Tỉnh Bình Định, Việt Nam",CÔNG TY CP DINH DƯỠNG NÔNG NGHIỆP QUỐC TẾ,Bình Định,
ĐỊA ĐIỂM KINH DOANH CÔNG TY CỔ PHẦN GẠCH MEN V.T.C -- KHO HÀNG,3600723398-002,Trần Hiển Phong,"Lô V8, Đường số 8, KCN Mỹ Xuân B1-Conac - Phường Phú Mỹ - Thị Xã Phú Mỹ - Bà Rịa - Vũng Tàu.",CÔNG TY CP GẠCH MEN V.T.C,Bà Rịa - Vũng Tàu,
ĐỊA ĐIỂM KINH DOANH CÔNG TY CỔ PHẦN GẠCH MEN V.T.C � KHO CHỨA HÀNG ĐẮK NÔNG,3600723398-003,Dương Quang Vinh,Khu công nghiệp tâm thắng - Xã Tâm Thắng - Huyện Cư Jút - Đắk Nông.,CÔNG TY CP GẠCH MEN V.T.C,Đắk Nông,
TRUNG TÂM TƯ VẤN THIẾT KẾ XÂY DỰNG VÀ KINH DOANH THƯƠNG MẠI - CÔNG TY CỔ PHẦN TẬP ĐOÀN THÉP TIẾN LÊN,3600512830-001,PHẠM THANH PHONG,"A15C, KP 5, Xa lộ Hà Nội, Phường Tân Hiệp, Thành phố Biên Hoà, Tỉnh Đồng Nai, Việt Nam",CÔNG TY CP TẬP ĐOÀN THÉP TIẾN LÊN,Hà Nội,Bán lẻ hàng hóa khác trong các cửa hàng chuyên doanh
VĂN PHÒNG ĐẠI DIỆN - CÔNG TY CỔ PHẦN TẬP ĐOÀN THÉP TIẾN LÊN,3600512830-002,PHẠM THANH PHONG,"D21/2, KP 5, Phường Tân Hiệp, Thành phố Biên Hoà, Tỉnh Đồng Nai, Việt Nam",CÔNG TY CP TẬP ĐOÀN THÉP TIẾN LÊN,Đồng Nai,Hoạt động hành chính và hỗ trợ văn phòng
CỬA HÀNG KINH DOANH KIM KHÍ SỐ 2 - CÔNG TY CỔ PHẦN TẬP ĐOÀN THÉP TIẾN LÊN,3600512830-003,PHẠM THANH PHONG,"A16c, KP 5, Xa lộ Hà Nội, Phường Tân Hiệp, Thành phố Biên Hoà, Tỉnh Đồng Nai, Việt Nam",CÔNG TY CP TẬP ĐOÀN THÉP TIẾN LÊN,Hà Nội,"Bán buôn (trừ ô tô, mô tô, xe máy và xe có động cơ khác)"
XÍ NGHIỆP VẬN TẢI - CÔNG TY CỔ PHẦN TẬP ĐOÀN THÉP TIẾN LÊN,3600512830-004,PHẠM THANH PHONG,"D17, KP 5, Phường Tân Hiệp, Thành phố Biên Hoà, Tỉnh Đồng Nai, Việt Nam",CÔNG TY CP TẬP ĐOÀN THÉP TIẾN LÊN,Đồng Nai,Vận tải hàng hóa bằng phương tiện đường bộ khác
XÍ NGHIỆP CƠ KHÍ CHẾ TẠO MÁY - CÔNG TY CỔ PHẦN TẬP ĐOÀN THÉP TIẾN LÊN,3600512830-005,PHẠM THANH PHONG,"G4A, KP 4, Phường Tân Hiệp, Thành phố Biên Hoà, Tỉnh Đồng Nai, Việt Nam",CÔNG TY CP TẬP ĐOÀN THÉP TIẾN LÊN,Đồng Nai,"Bán buôn (trừ ô tô, mô tô, xe máy và xe có động cơ khác)"
CỬA HÀNG KINH DOANH KIM KHÍ SỐ 4 - CÔNG TY CỔ PHẦN TẬP ĐOÀN THÉP TIẾN LÊN,3600512830-006,PHẠM THANH PHONG,"A19B, KP 5, Xa lộ Hà Nội, Phường Tân Hiệp, Thành phố Biên Hoà, Tỉnh Đồng Nai, Việt Nam",CÔNG TY CP TẬP ĐOÀN THÉP TIẾN LÊN,Hà Nội,"Bán buôn (trừ ô tô, mô tô, xe máy và xe có động cơ khác)"
CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ DẦU KHÍ HẢI PHÁT - CHI NHÁNH VÀNH ĐAI,3603262480-003,NGUYỄN TẤN SANG,"Thôn 1, Xã Cư Êbur, TP.Buôn Ma Thuột, Tỉnh Đắk Lắk, Việt Nam",CÔNG TY CP THƯƠNG MẠI DỊCH VỤ DẦU KHÍ HẢI PHÁT,Đắk Lắk,
CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ DẦU KHÍ HẢI PHÁT - CHI NHÁNH BẠC LIÊU,3603262480-004,LÊ MINH CÚC QUỲNH,"Ấp 1, Xã Phong Thạnh Tây, Thị xã Giá Rai, Tỉnh Bạc Liêu, Việt Nam",CÔNG TY CP THƯƠNG MẠI DỊCH VỤ DẦU KHÍ HẢI PHÁT,Bạc Liêu,
CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ DẦU KHÍ HẢI PHÁT - CHI NHÁNH SÀI GÒN,3603262480-005,ĐẶNG QUỐC TUYẾN,"69/10 Nguyễn Gia Trí, Phường 25, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",CÔNG TY CP THƯƠNG MẠI DỊCH VỤ DẦU KHÍ HẢI PHÁT,TP Hồ Chí Minh,
CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ DẦU KHÍ HẢI PHÁT - CHI NHÁNH SỐ 07,3603262480-006,NGUYỄN TẤN SANG,"Đường 10/3, Phường Tân Lợi, TP.Buôn Ma Thuột, Tỉnh Đắk Lắk, Việt Nam",CÔNG TY CP THƯƠNG MẠI DỊCH VỤ DẦU KHÍ HẢI PHÁT,Đắk Lắk,
CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ DẦU KHÍ HẢI PHÁT - CHI NHÁNH SỐ 03,3603262480-007,PHẠM THANH SƠN,"Thôn Kim Châu, Xã Dray Bhăng, Huyện Cư Kuin, Tỉnh Đắk Lắk, Việt Nam",CÔNG TY CP THƯƠNG MẠI DỊCH VỤ DẦU KHÍ HẢI PHÁT,Đắk Lắk,
VĂN PHÒNG ĐẠI DIỆN CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ DẦU KHÍ HẢI PHÁT,3603262480-008,ĐẶNG QUỐC TUYẾN,"161 Ung Văn Khiêm, Phường 25, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",CÔNG TY CP THƯƠNG MẠI DỊCH VỤ DẦU KHÍ HẢI PHÁT,TP Hồ Chí Minh,
CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ DẦU KHÍ HẢI PHÁT – CHI NHÁNH SỐ 01,3603262480-009,VÕ THỊ THUYÊN THANH,"Thôn Ea Brinh, Xã Băng A Drênh, Huyện Krông Ana, Tỉnh Đắk Lắk, Việt Nam",CÔNG TY CP THƯƠNG MẠI DỊCH VỤ DẦU KHÍ HẢI PHÁT,Đắk Lắk,
