STT,Tên HO,Ngành nghề,Địa chỉ HO,MST,TTP,MCK,url
788,Công ty cổ phần Cấp nước Đắk Lắk,,Số 339 Tôn Đức Thắng - Phường Tân An - TP.Buôn Ma Thuột - Đắk Lắk.,6000175995,Đắk Lắk,DWC,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=DWC
789,Công ty cổ phần Đường bộ Đắk Lắk,,Số 36 đường Hùng Vương - Phường Tự An - TP.Buôn Ma Thuột - Đắk Lắk.,6000235066,Đắk Lắk,,
790,Công ty cổ phần Quản lý và xây dựng đường bộ 26,,Số 387 đường Phạm Văn Đồng - Phường Tân Hoà - TP.Buôn Ma Thuột - Đắk Lắk.,6000234922,Đắk Lắk,,
791,Công ty cổ phần Du lịch Đắk Lắk,,03 đường Phan Chu Trinh - Phường Thống Nhất - TP.Buôn Ma Thuột - Đắk Lắk.,6000177738,Đắk Lắk,DLD,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=DLD
792,Công ty cổ phần Công trình Việt Nguyên,,Số 396 đường Phan Bội Châu - Phường Thành Nhất - TP.Buôn Ma Thuột - Đắk Lắk.,6000382991,Đắk Lắk,,
793,Công ty cổ phần Đầu tư xuất nhập khẩu Đắk Lắk,,Số 228 đường Hoàng Diệu - Phường Thành Công - TP.Buôn Ma Thuột - Đắk Lắk.,6000179365,Đắk Lắk,,
794,Công ty phát triển hạ tầng khu công nghiệp Hòa Phú,,Thôn 12 - Xã Hòa Phú - TP.Buôn Ma Thuột - Đắk Lắk. ,6000853954,Đắk Lắk,,
795,Công ty TNHH MTV In Đắk Lắk,,Số 45 đường Nguyễn Tất Thành - Phường Tân An - TP.Buôn Ma Thuột - Đắk Lắk.,6000235154,Đắk Lắk,,
796,Công ty cổ Dược- Vật tư y tế Đắk Lắk,,Số 9 A đường Hùng Vương - Phường Tự An - TP.Buôn Ma Thuột - Đắk Lắk.,6000449389,Đắk Lắk,DBM,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=DBM
797,Công ty cổ phần Lương thực- Vật tư nông nghiệp,,Số 18 đường Nguyễn Tất Thành - Phường Tự An - TP.Buôn Ma Thuột - Đắk Lắk.,6000457333,Đắk Lắk,,
798,Công ty cổ phần Đầu tư và phát triển An Thái,,Lô B03-B04 Khu công nghiệp Hoà Phú - Xã Hòa Phú - TP.Buôn Ma Thuột - Đắk Lắk.,6000639950,Đắk Lắk,,
799,Công ty cổ Ong mật Đắk Lắk,,Số 03 đường Đinh Tiên Hoàng - Phường Tự An - TP.Buôn Ma Thuột - Đắk Lắk.,6000381356,Đắk Lắk,,
800,CTY TNHH giày Ching Luh Việt Nam,,"KCN ấp Thuận Đạo, thị trấn Bến Lức, Bến Lức ",1100555173,Long An,,
801,Công Ty TNHH Avery Dennison Ris Việt Nam,,Lô E.01 - Đường Trung Tâm - KCN Long Hậu - xã Long Hậu - huyện Cần Giuộc - tỉnh Long An - Việt Nam,3700482964,Long An,,
802,CÔNG TY TRÁCH NHIỆM HỮU HẠN TRUNG SƠN ALPHA,,"90 Lý Tự Trọng, Phường An Cư, Quận Ninh Kiều, Thành phố Cần Thơ",1801397528,Cần Thơ,,
803,Công Ty CP Dược Hậu Giang,,"288 Bis, Nguyễn Văn Cừ - Phường An Hòa - Quận Ninh Kiều - Cần Thơ",1800156801,Cần Thơ,DHG,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=DHG
804,CÔNG TY CỔ PHẦN CẤP THOÁT NƯỚC CẦN THƠ,,"2A, Nguyễn Trãi, Phường Tân An, Quận Ninh Kiều, Thành phố Cần Thơ",1800155244,Cần Thơ,CTW,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=CTW
805,CÔNG TY CỔ PHẦN CẤP NƯỚC CẦN THƠ 2,,"366C, Cách Mạng Tháng Tám, Phường Bùi Hữu Nghĩa, Quận Bình Thuỷ, Thành phố Cần Thơ",1801116600,Cần Thơ,,
806,CÔNG TY CP CẤP NƯỚC CÁI RĂNG,,"546, Trần Hưng Đạo, Phường Lê Bình, Quận Cái Răng, Thành phố Cần Thơ",1800715224,Cần Thơ,,
807,CÔNG TY CP CẤP NƯỚC THỐT NỐT,,"392, Quốc lộ 91, Long Thạnh A, Phường Thốt Nốt, Quận Thốt Nốt,",1800635554,Cần Thơ,,
808,CÔNG TY TNHH MTV THUỐC THÚ Y VÀ CHẾ PHẨM SINH HỌC VEMEDIM,,"Khu công nghiệp Sông Hậu - giai đoạn 1, Xã Đông Phú, Huyện Châu Thành, Tỉnh Hậu Giang",6300171310,Cần Thơ,,
809,CÔNG TY CP DƯỢC PHẨM IMEXPHARM ,,"Số 4, Đường 30/4 - Phường 1 - TP. Cao Lãnh - Tỉnh Đồng Tháp ",1400384433,Đồng Tháp,IMP,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=IMP
810,Công ty Cổ phần đầu tư và phát triển du lịch Phú Quốc,,"Khu Bãi Dài - Xã Gành Dầu - Phú Quốc - Kiên
Giang ",1701971178,Kiên Giang,,
811,Công ty Cổ phần Berjaya - Bờ biển dài,,Tổ 4 - ấp Cửa Lấp - Xã Dương Tơ - Huyện Phú Quốc - Kiên Giang ,1700561549,Kiên Giang,,
812,Công ty Cổ phần Milton ,,"Tổ 6, Xóm Bàn Quy, Ấp Đường Bào, Xã Dương Tơ, Thành phố Phú Quốc, Kiên Giang ",1701642536,Kiên Giang,,
813,Công ty Cổ phần Starbay Việt Nam,,"Khu Bãi Dài, Xã Gành Dầu, Thành phố Phú Quốc, Kiên Giang ",1700572981,Kiên Giang,,
814,Công Ty TNHH Huy Nam ,,Khu Cảng Cá Cá Tắc Cậu - Minh Phong - Bình An - Châu Thành - Kiên Giang ,1700415026,Kiên Giang,,
815,Công Ty TNHH Hwaseung Rạch Giá,,"Đường Số 4, KCN Thạnh Lộc, Xã Thạnh Lộc, Huyện Châu Thành, Kiên Giang ",1702093173,Kiên Giang,,
816,Công ty TNHH TM Kim Điệp,,142 - Trần Phú - Vĩnh Thanh Vân - Rạch Giá - Kiên Giang ,1700175769,Kiên Giang,,
817,Trung Tâm Nước Sạch và Vệ Sinh Môi Trường Nông Thôn Tỉnh Bạc Liêu ,,"Số 463, Đường 23/8, Phường 8, TP Bạc Liêu, Bạc Liêu",1900273636,Bạc Liêu,,
818,Công Ty Cổ Phần Cấp Nước Bạc Liêu ,,"92, Đường Lê Duẩn, Phường 1, TP
Bạc Liêu, Bạc Liêu ",1900605680,Bạc Liêu,BLW,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=BLW
